verb_root_ar,verb_root_translit,verb_meaning_en,tense,person_code,pronoun_ar,pronoun_translit,arabic,translit,english,audio_path
ألبس,albis,To Wear / To Get Dressed,present,3sm,هو,huwwa,يلبس,yilbis,He wears/gets dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_present_3sm.mp3
ألبس,albis,To Wear / To Get Dressed,present,3sf,هي,hiyya,تلبس,tilbis,She wears/gets dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_present_3sf.mp3
ألبس,albis,To Wear / To Get Dressed,present,1p,إحنا,iḥna,نلبس,nilbis,We wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_present_1p.mp3
ألبس,albis,To Wear / To Get Dressed,present,2p,أنتم,antum,تلبسوا,tilbisu,You (all) wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_present_2p.mp3
ألبس,albis,To Wear / To Get Dressed,present,3p,هم,hum,يلبسوا,yilbisu,They wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_present_3p.mp3
ألبس,albis,To Wear / To Get Dressed,future,1s,أنا,ana,حألبس,ḥa-albis,I will wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_future_1s.mp3
ألبس,albis,To Wear / To Get Dressed,future,2sm,إنتَ,inta,حتلبس,ḥa-tilbis,You will wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_future_2sm.mp3
ألبس,albis,To Wear / To Get Dressed,future,2sf,إنتِ,inti,حتتلبسي,ḥa-tilbisi,You will wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_future_2sf.mp3
ألبس,albis,To Wear / To Get Dressed,future,3sm,هو,huwwa,حيلبس,ḥa-yilbis,He will wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_future_3sm.mp3
ألبس,albis,To Wear / To Get Dressed,future,3sf,هي,hiyya,حتلبس,ḥa-tilbis,She will wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_future_3sf.mp3
ألبس,albis,To Wear / To Get Dressed,future,1p,إحنا,iḥna,حنلبس,ḥa-nilbis,We will wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_future_1p.mp3
ألبس,albis,To Wear / To Get Dressed,future,2p,أنتم,antum,حتتلبسوا,ḥa-tilbisu,You (all) will wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_future_2p.mp3
ألبس,albis,To Wear / To Get Dressed,future,3p,هم,hum,حيلبسوا,ḥa-yilbisu,They will wear/get dressed,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\albis_future_3p.mp3
أشتري,ashtirī,To Buy,past,1s,أنا,ana,اشتريت,ishtarēt,I bought,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_past_1s.mp3
أشتري,ashtirī,To Buy,past,2sm,إنتَ,inta,اشتريت,ishtarēt,You bought,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_past_2sm.mp3
أشتري,ashtirī,To Buy,past,2sf,إنتِ,inti,اشتريتي,ishtarēti,You bought,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_past_2sf.mp3
أشتري,ashtirī,To Buy,past,3sm,هو,huwwa,شترى,ishtarā,He bought,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_past_3sm.mp3
أشتري,ashtirī,To Buy,past,3sf,هي,hiyya,شترت,ishtarat,She bought,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_past_3sf.mp3
أشتري,ashtirī,To Buy,past,1p,إحنا,iḥna,شترينا,ishtarēna,We bought,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_past_1p.mp3
أشتري,ashtirī,To Buy,past,2p,أنتم,antum,شتريتوا,ishtarētu,You (all) bought,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_past_2p.mp3
أشتري,ashtirī,To Buy,past,3p,هم,hum,شتروا,ishtaraw,They bought,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_past_3p.mp3
أشتري,ashtirī,To Buy,present,1s,أنا,ana,أشتري,ashtirī,I buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_present_1s.mp3
أشتري,ashtirī,To Buy,present,2sm,إنتَ,inta,تشتري,tishtirī,You buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_present_2sm.mp3
أشتري,ashtirī,To Buy,present,2sf,إنتِ,inti,تشتري,tishtirī,You buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_present_2sf.mp3
أشتري,ashtirī,To Buy,present,3sm,هو,huwwa,يشتري,yishtirī,He buys,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_present_3sm.mp3
أشتري,ashtirī,To Buy,present,3sf,هي,hiyya,تشتري,tishtirī,She buys,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_present_3sf.mp3
أشتري,ashtirī,To Buy,present,1p,إحنا,iḥna,نشتري,nishtirī,We buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_present_1p.mp3
أشتري,ashtirī,To Buy,present,2p,أنتم,antum,تشتروا,tishtirū,You (all) buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_present_2p.mp3
أشتري,ashtirī,To Buy,present,3p,هم,hum,يشتروا,yishtirū,They buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_present_3p.mp3
أشتري,ashtirī,To Buy,future,1s,أنا,ana,حأشتري,ḥa-ashtirī,I will buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_future_1s.mp3
أشتري,ashtirī,To Buy,future,2sm,إنتَ,inta,حتشتري,ḥa-tishtirī,You will buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_future_2sm.mp3
أشتري,ashtirī,To Buy,future,2sf,إنتِ,inti,حتتشتري,ḥa-tishtirī,You will buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_future_2sf.mp3
أشتري,ashtirī,To Buy,future,3sm,هو,huwwa,حيشتري,ḥa-yishtirī,He will buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_future_3sm.mp3
أشتري,ashtirī,To Buy,future,3sf,هي,hiyya,حتشتري,ḥa-tishtirī,She will buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_future_3sf.mp3
أشتري,ashtirī,To Buy,future,1p,إحنا,iḥna,حنشتري,ḥa-nishtirī,We will buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_future_1p.mp3
أشتري,ashtirī,To Buy,future,2p,أنتم,antum,حتتشتروا,ḥa-tishtirū,You (all) will buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_future_2p.mp3
أشتري,ashtirī,To Buy,future,3p,هم,hum,حيشتروا,ḥa-yishtirū,They will buy,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\ashtirī_future_3p.mp3
أحب,aḥibb,To Like / To Love,past,1s,أنا,ana,حبيت,ḥabbēt,I liked/loved,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_past_1s.mp3
أحب,aḥibb,To Like / To Love,past,2sm,إنتَ,inta,حبيت,ḥabbēt,You liked/loved,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_past_2sm.mp3
أحب,aḥibb,To Like / To Love,past,2sf,إنتِ,inti,حبيتي,ḥabbēti,You liked/loved,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_past_2sf.mp3
أحب,aḥibb,To Like / To Love,past,3sm,هو,huwwa,حب,ḥabb,He liked/loved,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_past_3sm.mp3
أحب,aḥibb,To Like / To Love,past,3sf,هي,hiyya,حبت,ḥabbat,She liked/loved,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_past_3sf.mp3
أحب,aḥibb,To Like / To Love,past,1p,إحنا,iḥna,حبينا,ḥabbēna,We liked/loved,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_past_1p.mp3
أحب,aḥibb,To Like / To Love,past,2p,أنتم,antum,حبيتوا,ḥabbētu,You (all) liked/loved,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_past_2p.mp3
أحب,aḥibb,To Like / To Love,past,3p,هم,hum,حبوا,ḥabbu,They liked/loved,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_past_3p.mp3
أحب,aḥibb,To Like / To Love,present,1s,أنا,ana,أحب,aḥibb,I like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_present_1s.mp3
أحب,aḥibb,To Like / To Love,present,2sm,إنتَ,inta,تحب,tiḥibb,You like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_present_2sm.mp3
أحب,aḥibb,To Like / To Love,present,2sf,إنتِ,inti,تحبي,tiḥibbi,You like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_present_2sf.mp3
أحب,aḥibb,To Like / To Love,present,3sm,هو,huwwa,يحب,yiḥibb,He likes/loves,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_present_3sm.mp3
أحب,aḥibb,To Like / To Love,present,3sf,هي,hiyya,تحب,tiḥibb,She likes/loves,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_present_3sf.mp3
أحب,aḥibb,To Like / To Love,present,1p,إحنا,iḥna,نحب,niḥibb,We like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_present_1p.mp3
أحب,aḥibb,To Like / To Love,present,2p,أنتم,antum,تحبوا,tiḥibbu,You (all) like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_present_2p.mp3
أحب,aḥibb,To Like / To Love,present,3p,هم,hum,يحبوا,yiḥibbu,They like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_present_3p.mp3
أحب,aḥibb,To Like / To Love,future,1s,أنا,ana,حأحب,ḥa-aḥibb,I will like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_future_1s.mp3
أحب,aḥibb,To Like / To Love,future,2sm,إنتَ,inta,حتتحب,ḥa-tiḥibb,You will like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_future_2sm.mp3
أحب,aḥibb,To Like / To Love,future,2sf,إنتِ,inti,حتتحبي,ḥa-tiḥibbi,You will like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_future_2sf.mp3
أحب,aḥibb,To Like / To Love,future,3sm,هو,huwwa,حيحب,ḥa-yiḥibb,He will like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_future_3sm.mp3
أحب,aḥibb,To Like / To Love,future,3sf,هي,hiyya,حتتحب,ḥa-tiḥibb,She will like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_future_3sf.mp3
أحب,aḥibb,To Like / To Love,future,1p,إحنا,iḥna,حنحب,ḥa-niḥibb,We will like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_future_1p.mp3
أحب,aḥibb,To Like / To Love,future,2p,أنتم,antum,حتتحبوا,ḥa-tiḥibbu,You (all) will like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_future_2p.mp3
أحب,aḥibb,To Like / To Love,future,3p,هم,hum,حيحبوا,ḥa-yiḥibbu,They will like/love,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aḥibb_future_3p.mp3
أفهم,afham,To Understand,past,1s,أنا,ana,فهمت,fihimt,I understood,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_past_1s.mp3
أفهم,afham,To Understand,past,2sm,إنتَ,inta,فهمت,fihimt,You understood,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_past_2sm.mp3
أفهم,afham,To Understand,past,2sf,إنتِ,inti,فهمتي,fihimti,You understood,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_past_2sf.mp3
أفهم,afham,To Understand,past,3sm,هو,huwwa,فهم,fihim,He understood,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_past_3sm.mp3
أفهم,afham,To Understand,past,3sf,هي,hiyya,فهمت,fihmat,She understood,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_past_3sf.mp3
أفهم,afham,To Understand,past,1p,إحنا,iḥna,فهمنا,fihimna,We understood,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_past_1p.mp3
أفهم,afham,To Understand,past,2p,أنتم,antum,فهمتوا,fihimtu,You (all) understood,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_past_2p.mp3
أفهم,afham,To Understand,past,3p,هم,hum,فهموا,fihimu,They understood,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_past_3p.mp3
أفهم,afham,To Understand,present,1s,أنا,ana,أفهم,afham,I understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_present_1s.mp3
أفهم,afham,To Understand,present,2sm,إنتَ,inta,تفهم,tifham,You understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_present_2sm.mp3
أفهم,afham,To Understand,present,2sf,إنتِ,inti,تفهمي,tifhami,You understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_present_2sf.mp3
أفهم,afham,To Understand,present,3sm,هو,huwwa,يفهم,yifham,He understands,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_present_3sm.mp3
أفهم,afham,To Understand,present,3sf,هي,hiyya,تفهم,tifham,She understands,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_present_3sf.mp3
أفهم,afham,To Understand,present,1p,إحنا,iḥna,نفهم,nifham,We understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_present_1p.mp3
أفهم,afham,To Understand,present,2p,أنتم,antum,تفهموا,tifhamu,You (all) understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_present_2p.mp3
أفهم,afham,To Understand,present,3p,هم,hum,يفهموا,yifhamu,They understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_present_3p.mp3
أفهم,afham,To Understand,future,1s,أنا,ana,حأفهم,ḥa-afham,I will understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_future_1s.mp3
أفهم,afham,To Understand,future,2sm,إنتَ,inta,حتفهم,ḥa-tifham,You will understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_future_2sm.mp3
أفهم,afham,To Understand,future,2sf,إنتِ,inti,حتتفهمي,ḥa-tifhami,You will understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_future_2sf.mp3
أفهم,afham,To Understand,future,3sm,هو,huwwa,حيفهم,ḥa-yifham,He will understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_future_3sm.mp3
أفهم,afham,To Understand,future,3sf,هي,hiyya,حتفهم,ḥa-tifham,She will understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_future_3sf.mp3
أفهم,afham,To Understand,future,1p,إحنا,iḥna,حنفهم,ḥa-nifham,We will understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_future_1p.mp3
أفهم,afham,To Understand,future,2p,أنتم,antum,حتتفهموا,ḥa-tifhamu,You (all) will understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_future_2p.mp3
أفهم,afham,To Understand,future,3p,هم,hum,حيفهموا,ḥa-yifhamu,They will understand,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\afham_future_3p.mp3
أركب,arkab,To Ride / To Get On,past,1s,أنا,ana,ركبت,rikibt,I rode/got on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_past_1s.mp3
أركب,arkab,To Ride / To Get On,past,2sm,إنتَ,inta,ركبت,rikibt,You rode/got on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_past_2sm.mp3
أركب,arkab,To Ride / To Get On,past,2sf,إنتِ,inti,ركبتي,rikibti,You rode/got on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_past_2sf.mp3
أركب,arkab,To Ride / To Get On,past,3sm,هو,huwwa,ركب,rikib,He rode/got on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_past_3sm.mp3
أركب,arkab,To Ride / To Get On,past,3sf,هي,hiyya,ركبت,rikbat,She rode/got on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_past_3sf.mp3
أركب,arkab,To Ride / To Get On,past,1p,إحنا,iḥna,ركبنا,rikibna,We rode/got on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_past_1p.mp3
أركب,arkab,To Ride / To Get On,past,2p,أنتم,antum,ركبتوا,rikibtu,You (all) rode/got on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_past_2p.mp3
أركب,arkab,To Ride / To Get On,past,3p,هم,hum,ركبوا,rikibu,They rode/got on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_past_3p.mp3
أركب,arkab,To Ride / To Get On,present,1s,أنا,ana,أركب,arkab,I ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_present_1s.mp3
أركب,arkab,To Ride / To Get On,present,2sm,إنتَ,inta,تركب,tirkab,You ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_present_2sm.mp3
أركب,arkab,To Ride / To Get On,present,2sf,إنتِ,inti,تركبي,tirkabi,You ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_present_2sf.mp3
أركب,arkab,To Ride / To Get On,present,3sm,هو,huwwa,يركب,yirkab,He rides/gets on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_present_3sm.mp3
أركب,arkab,To Ride / To Get On,present,3sf,هي,hiyya,تركب,tirkab,She rides/gets on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_present_3sf.mp3
أركب,arkab,To Ride / To Get On,present,1p,إحنا,iḥna,نركب,nirkab,We ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_present_1p.mp3
أركب,arkab,To Ride / To Get On,present,2p,أنتم,antum,تركبوا,tirkabu,You (all) ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_present_2p.mp3
أركب,arkab,To Ride / To Get On,present,3p,هم,hum,يركبوا,yirkabu,They ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_present_3p.mp3
أركب,arkab,To Ride / To Get On,future,1s,أنا,ana,حأركب,ḥa-arkab,I will ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_future_1s.mp3
أركب,arkab,To Ride / To Get On,future,2sm,إنتَ,inta,حتركب,ḥa-tirkab,You will ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_future_2sm.mp3
